('INTERNALID','ROUTES_161'),
('S08240','51'),
('S08240','51L'),
('S70392','51'),
('S70392','51L'),
('S08360','Y47'),
('S08370','51'),
('S08380','51'),
('S08380','54'),
('S08390','51'),
('S08400','51'),
('S08400','51L'),
('S08430','51'),
('S08430','51L'),
('S08440','Y47'),
('S08460','51'),
('S08460','51L'),
('S08470','51'),
('S08470','51L'),
('S08480','51'),
('S08480','51L'),
('S08490','51'),
('S08490','51L'),
('S09240','51'),
('S09240','51L'),
('S09290','51'),
('S08500','Y47'),
('S70011','51'),
('S08550','51'),
('S08550','54'),
('S08590','51'),
('S08590','51L'),
('S08610','51'),
('S08610','51L'),
('S08670','51'),
('S08670','51L'),
('S08700','51'),
('S08700','51L'),
('S08700','54'),
('S08710','51'),
('S08730','51'),
('S08730','54'),
('S70591','Y47'),
('S08760','51'),
('S08760','51L'),
('S08770','51'),
('S08770','51L'),
('S08780','Y47'),
('S08790','51'),
('S08790','51L'),
('S08790','54'),
('S08560','51'),
('S08560','51L'),
('S70064','Y45'),
('S08840','51'),
('S08840','51L'),
('S08890','51'),
('S08890','51L'),
('S08910','51'),
('S08600','51'),
('S08600','51L'),
('S08930','51'),
('S08930','51L'),
('S09090','51'),
('S09090','51L'),
('S09100','51'),
('S09100','51L'),
('S09140','51'),
('S09150','Y47'),
('S70037','Y45'),
('S09180','51'),
('S09180','51L'),
('S70592','Y47'),
('S70009','51'),
('S70009','51L'),
('S08130','51'),
('S08130','51L'),
('S08270','51'),
('S08270','51L'),
('S09250','51'),
('S09270','51'),
('S09270','51L'),
('S09280','51'),
('S09280','51L'),
('S09230','51'),
('S09230','51L'),
('S09300','51'),
('S09200','51'),
('S09710','51'),
('S09320','Y47'),
('S09350','51'),
('S09040','51'),
('S09040','51L'),
('S09360','51'),
('S09360','51L'),
('S09380','Y47'),
('S09390','51'),
('S09400','51'),
('S09400','51L'),
('S09410','51'),
('S09410','51L'),
('S09420','Y47'),
('S08320','51'),
('S08320','51L'),
('S09440','51'),
('S09440','51L'),
('S09450','Y47'),
('S09490','51'),
('S09490','51L'),
('S09480','Y47'),
('S09500','51'),
('S09500','51L'),
('S08720','51'),
('S08720','51L'),
('S08720','54'),
('S08135','51'),
('S09510','51'),
('S09510','51L'),
('S08860','51'),
('S08860','54'),
('S09520','Y47'),
('S09530','51'),
('S09530','51L'),
('S70267','Y45'),
('S09550','51'),
('S09550','51L'),
('S09580','51'),
('S09580','51L'),
('S09620','51'),
('S09620','51L'),
('S09730','51'),
('S09730','51L'),
('S09750','51'),
('S09760','Y47'),
('S09790','51'),
('S09790','51L'),
('S09385','51'),
('S70454','Y45'),
('N12120','11'),
('E70330','74'),
('E70334','74'),
('E11140','71A'),
('E11140','71B'),
('E11145','71B'),
('E11150','71B'),
('E11160','71A'),
('E11170','71A'),
('E11180','71A'),
('E11190','71A'),
('E70297','83'),
('E70301','83'),
('E70296','83'),
('E70298','83'),
('E70299','83'),
('E70300','83'),
('N12125','6'),
('E11310','71B'),
('N12510','1'),
('N12510','P13'),
('E12280','87'),
('E12280','91'),
('E12100','87'),
('E12100','91'),
('E12110','87'),
('E12110','91'),
('E12120','87'),
('E12120','91'),
('E11922','87'),
('E11922','91'),
('E11550','91'),
('E11560','91'),
('E11570','91'),
('E11580','91'),
('E11590','91'),
('E11610','91'),
('E70001','91'),
('E11620','91'),
('E11630','91'),
('E11650','91'),
('E11640','64'),
('E11640','91'),
('E11660','91'),
('E11660','93'),
('E11670','91'),
('E11670','93'),
('E11680','91'),
('E11680','93'),
('E11690','91'),
('E11690','93'),
('E11700','91'),
('E11700','93'),
('E11710','91'),
('E11710','93'),
('E11720','91'),
('E11720','93'),
('E12000','91'),
('E12000','93'),
('E11730','91'),
('E11730','93'),
('E11740','91'),
('E11740','93'),
('E11760','91'),
('E11760','93'),
('E11770','87'),
('E11770','91'),
('E11770','93'),
('E11780','87'),
('E11780','91'),
('E11780','93'),
('E11785','87'),
('E11785','91'),
('E11785','93'),
('E11790','87'),
('E11790','91'),
('E11790','93'),
('E11800','87'),
('E11800','91'),
('E11800','93'),
('E11810','87'),
('E11810','91'),
('E11810','93'),
('E11820','87'),
('E11820','91'),
('E11820','93'),
('E11830','87'),
('E11830','91'),
('E11850','87'),
('E11850','91'),
('E11860','87'),
('E11860','91'),
('E11870','87'),
('E11870','91'),
('E70896','87'),
('N12360','2'),
('N12360','P13'),
('N12380','1'),
('N12380','2'),
('N12380','P13'),
('N12520','1'),
('N12520','2'),
('N12520','P13'),
('E70761','87'),
('N12420','2'),
('N12420','P13'),
('N12440','1'),
('N12440','2'),
('N12440','P13'),
('E70760','87'),
('E70759','87'),
('E12030','91'),
('E12030','93'),
('N12480','2'),
('N12480','P13'),
('E12040','87'),
('E12040','91'),
('E12040','93'),
('E12050','87'),
('E12050','91'),
('E12050','93'),
('E12080','91'),
('E12090','91'),
('N12530','1'),
('N12530','2'),
('N12530','P13'),
('E12350','87'),
('E12350','91'),
('E12360','87'),
('E12360','91'),
('E11540','91'),
('E12240','91'),
('E12240','93'),
('E12340','91'),
('E12340','93'),
('E11750','91'),
('E11750','93'),
('E12235','87'),
('E12235','91'),
('E12235','93'),
('N12550','1'),
('N12550','2'),
('N12550','P13'),
('N12410','2'),
('N12410','P13'),
('E70756','87'),
('N12570','1'),
('N12570','2'),
('N12570','P13'),
('E70757','87'),
('E70758','87'),
('N12580','2'),
('N12580','P13'),
('S10480','53'),
('S10480','53L'),
('S10480','56'),
('S70133','53'),
('S70133','53L'),
('S10450','53'),
('S10450','53L'),
('S10450','56'),
('S10470','53'),
('S10470','53L'),
('S10470','56'),
('S34290','53'),
('S34290','53L'),
('S34290','56'),
('S10500','53'),
('S10500','53L'),
('S10500','56'),
('S10510','53'),
('S10510','53L'),
('S10510','56'),
('S34360','53'),
('S34360','53L'),
('S34360','56'),
('S10460','53'),
('S10460','53L'),
('S10460','56'),
('S10560','53'),
('S10560','53L'),
('S10560','56'),
('N12975','13'),
('N12990','16'),
('N12990','19L'),
('N13000','16'),
('N13000','19L'),
('N12645','13'),
('N71220','19L'),
('N71302','13'),
('N12685','13'),
('N12690','16'),
('N12690','19L'),
('N12700','16'),
('N12700','19L'),
('N12705','13'),
('N12710','13'),
('N12980','13'),
('N12720','16'),
('N12720','19L'),
('N12730','16'),
('N12730','19L'),
('N12830','13'),
('N12740','13'),
('N12760','13'),
('N71281','13'),
('N12780','16'),
('N12780','19L'),
('N12790','13'),
('N12795','13'),
('N12800','16'),
('N12800','19L'),
('N12820','19L'),
('N12822','13'),
('N12825','13'),
('N12850','13'),
('N12860','16'),
('N12860','19L'),
('N12870','16'),
('N12870','19L'),
('N12885','13'),
('N12890','13'),
('N12900','13'),
('N12920','13'),
('N12920','14'),
('N12930','13'),
('N12940','16'),
('N12940','19L'),
('N12960','13'),
('N12955','13'),
('N12972','13'),
('N13010','16'),
('N13010','19L'),
('N13020','16'),
('N13020','19L'),
('N70009','13'),
('N13050','13'),
('N13070','13'),
('N13090','13'),
('N13080','13'),
('N13100','13'),
('N13215','13'),
('N13120','13'),
('N13125','13'),
('N13143','13'),
('N13160','13'),
('N12770','16'),
('N12770','19L'),
('N13150','13'),
('N12810','16'),
('N12810','19L'),
('N13175','13'),
('N13180','13'),
('N13190','13'),
('N12950','16'),
('N12950','19L'),
('N13200','13'),
('N12670','13'),
('N13210','13'),
('N13040','13'),
('N13250','13'),
('N13260','13'),
('E12430','79'),
('E12430','P17'),
('E12410','79'),
('N13340','16'),
('N13350','16'),
('N13360','16'),
('N13370','16'),
('S10590','54'),
('S10600','54'),
('S10610','54'),
('S10620','54'),
('S70459','53'),
('S70459','53L'),
('S70460','53'),
('S70460','53L'),
('S70458','53'),
('S70458','53L'),
('E12486','83'),
('W02800','G31'),
('W02820','G31'),
('W02920','G31'),
('W02930','G31'),
('W02870','G31'),
('W02860','G31'),
('W02890','G31'),
('W02910','G31'),
('N13540','11'),
('N13550','8'),
('N13550','11'),
('N13550','12'),
('N13550','15'),
('N13550','17'),
('N71193','12'),
('N71193','17'),
('N13580','12'),
('N13600','8'),
('N13600','11'),
('N13600','12'),
('N13600','15'),
('N13600','17'),
('N13600','54'),
('N13605','54'),
('N13610','1'),
('N13610','2'),
('N13610','4'),
('N13610','6'),
('N13610','7'),
('N13610','8'),
('N13610','11'),
('N13610','12'),
('N13610','15'),
('N13610','17'),
('N13615','8'),
('N13615','11'),
('N13615','12'),
('N13615','15'),
('N13615','17'),
('N13615','54'),
('N13620','12'),
('X04130','36'),
('X04160','36'),
('X04150','36'),
('X04170','36'),
('X04165','36'),
('X03990','36'),
('X04000','36'),
('X04030','36'),
('X04040','36'),
('X04050','36'),
('X04060','36'),
('X04070','36'),
('X04100','36'),
('X04180','36'),
('X04310','36'),
('X04320','36'),
('X04330','36'),
('X04332','36'),
('X04210','36'),
('X04250','36'),
('X04260','36'),
('X04280','36'),
('X04290','36'),
('N13650','19L'),
('N13700','13'),
('N13720','13'),
('N13730','13'),
('N13760','19L'),
('N13780','13'),
('N13790','13'),
('N13800','13'),
('N13810','8'),
('N71203','8'),
('E13040','68'),
('E13040','P68'),
('N13840','13'),
('N13850','13'),
('N13860','8'),
('N71261','8'),
('N13950','8'),
('N13960','8'),
('N13970','8'),
('N13990','8'),
('N14000','8'),
('N14020','19L'),
('N14160','13'),
('N14030','8'),
('N14040','8'),
('N14027','13'),
('N14080','13'),
('N14120','8'),
('N14190','8'),
('N14200','8'),
('N14250','19L'),
('N14255','13'),
('N14270','13'),
('N14320','8'),
('N13690','8'),
('N13740','13'),
('N13770','13'),
('N13803','13'),
('N71262','8'),
('N14150','8'),
('N14310','8'),
('N14332','13'),
('N14335','13'),
('E12550','77'),
('E12570','77'),
('E12580','77'),
('E12600','77'),
('E12515','77'),
('E12650','77'),
('E12670','77'),
('E12660','77'),
('E12730','77'),
('E12790','77'),
('E12840','77'),
('E12860','77'),
('E12880','77'),
('E12890','77'),
('E12920','77'),
('E12780','77'),
('N70158','P10'),
('E13770','82'),
('E13770','86'),
('E13180','71A'),
('E13180','71C'),
('E13180','82'),
('E13230','82'),
('E13250','82'),
('E13260','82'),
('E13310','82'),
('E13340','82'),
('E13350','82'),
('E13350','83'),
('E13380','71A'),
('E13380','71C'),
('E13380','82'),
('E13390','81'),
('E13390','82'),
('E13420','82'),
('E70020','82'),
('E13430','81'),
('E13430','82'),
('E13440','81'),
('E13440','82'),
('E13460','82'),
('E13470','82'),
('E13480','64'),
('E13480','71A'),
('E13480','71C'),
('E13480','82'),
('E13480','86'),
('E13490','64'),
('E13490','71A'),
('E13490','71C'),
('E13490','82'),
('E13490','86'),
('E13500','81'),
('E13500','82'),
('E13500','83'),
('E13510','81'),
('E13510','82'),
('E13510','83'),
('E13520','82'),
('E70429','81'),
('E70429','82'),
('E70429','83'),
('E13550','82'),
('E13570','82'),
('E13580','82'),
('E13210','81'),
('E13210','82'),
('E13210','83'),
('E13600','54'),
('E13600','71A'),
('E13600','71C'),
('E13600','82'),
('E13610','54'),
('E13610','71A'),
('E13610','71C'),
('E13610','82'),
('E13620','82'),
('E13620','83'),
('E13630','71A'),
('E13630','71C'),
('E13630','82'),
('E13640','71A'),
('E13640','71C'),
('E13640','82'),
('E13650','71A'),
('E13650','71C'),
('E13650','82'),
('E13660','82'),
('E13720','54'),
('E13720','71A'),
('E13720','71C'),
('E13720','82'),
('E13725','82'),
('E13725','83'),
('E13730','82'),
('E13745','81'),
('E13745','82'),
('E13745','83'),
('E13790','82'),
('E13800','82'),
('E13860','81'),
('E13860','82'),
('E13860','83'),
('E13870','82'),
('E14050','82'),
('E14050','86'),
('E13880','82'),
('E13900','82'),
('E13910','71A'),
('E13910','71C'),
('E13910','82'),
('E13950','82'),
('E13890','81'),
('E13890','82'),
('E13890','83'),
('E14000','71A'),
('E14000','71C'),
('E14000','82'),
('E14010','82'),
('E14020','54'),
('E14020','71A'),
('E14020','71C'),
('E14020','82'),
('E70022','81'),
('E70022','82'),
('E70022','83'),
('E14080','82'),
('S70039','51'),
('S70039','55'),
('S70039','59'),
('S70039','Y47'),
('S70039','Y49'),
('S70026','51'),
('S70026','55'),
('S70026','59'),
('S70026','Y47'),
('S70026','Y49'),
('S70562','53'),
('S70562','53L'),
('S70562','59'),
('S70562','Y47'),
('S70562','Y49'),
('S70027','51'),
('S70027','55'),
('S70027','59'),
('S70027','Y47'),
('S70027','Y49'),
('S11290','51'),
('S11290','Y47'),
('S70249','44'),
('S70250','44'),
('S11320','44'),
('S14237','44'),
('S11350','44'),
('S17655','44'),
('S11360','44'),
('S11380','44'),
('N14455','7'),
('N14452','7'),
('S11400','44'),
('S11410','44'),
('S11420','44'),
('S11440','44'),
('S11430','44'),
('S11450','44'),
('S11460','44'),
('N14810','O5'),
('N14815','O5'),
('W03705','26'),
('W03220','26'),
('W03270','26'),
('W03660','20'),
('W03660','24'),
('W03280','26'),
('W03290','26'),
('W03310','26'),
('W03340','26'),
('W03350','26'),
('W03370','27'),
('W03390','26'),
('W70115','27'),
('W03450','26'),
('W03460','26'),
('W03500','27'),
('W03520','26'),
('W04062','20'),
('W04062','21'),
('W04062','24'),
('W03540','26'),
('W03550','26'),
('W03560','20'),
('W03560','24'),
('W03420','26'),
('W03830','20'),
('W03830','21'),
('W03830','24'),
('W03590','27'),
('W03600','26'),
('W03610','26'),
('W03980','26'),
('W03620','27'),
('W03630','27'),
('W03640','27'),
('W03410','26'),
('W03720','20'),
('W03710','20'),
('W03800','26'),
('W04070','26'),
('W03840','27'),
('W04200','20'),
('W70091','20'),
('W04140','20'),
('W04150','20'),
('W04180','20'),
('W04260','20'),
('W04320','20'),
('W04300','20'),
('W04330','20'),
('W03860','20'),
('W03870','26'),
('W03300','26'),
('W03890','20'),
('W03895','26'),
('W03900','26'),
('W03910','26'),
('W03400','26'),
('W03250','20'),
('W03250','24'),
('W03320','26'),
('W03960','26'),
('W03970','26'),
('W03990','27'),
('W04080','27'),
('W70048','38'),
('W20290','38'),
('W04350','38'),
('W04370','38'),
('E70950','79'),
('E70950','P17'),
('E14135','79'),
('E14135','P17'),
('E14133','79'),
('E14133','P17'),
('E14136','79'),
('E14136','P17'),
('E14134','79'),
('E14134','P17'),
('N14870','18'),
('N14820','18'),
('N14830','14'),
('N14830','17'),
('N14830','18'),
('N14860','14'),
('N14860','17'),
('N14860','18'),
('N14825','14'),
('N14825','17'),
('N14825','18'),
('N14920','18'),
('N14890','14'),
('N14900','14'),
('N14910','14'),
('N14915','18'),
('P01450','19L'),
('P01450','77'),
('X04360','39'),
('X04370','39'),
('X04380','39'),
('X04390','39'),
('X04400','39'),
('N14940','6'),
('N14940','7'),
('N14980','54'),
('N14990','54'),
('N15020','6'),
('N15020','7'),
('N15025','6'),
('N15025','7'),
('N15030','6'),
('N15030','7'),
('N15010','6'),
('N15010','7'),
('N15040','6'),
('E14170','75'),
('E14170','87'),
('E14190','75'),
('E14190','87'),
('E14210','75'),
('E14210','87'),
('E14250','75'),
('E14250','87'),
('E70813','75'),
('E70813','87'),
('E14290','75'),
('E14290','87'),
('E14300','75'),
('E14300','87'),
('N15110','19L'),
('N15140','19L'),
('N15180','19L'),
('N15190','19L'),
('N15210','19L'),
('N15220','19L'),
('N15230','19L'),
('N15250','19L'),
('E14330','71'),
('E14330','P71'),
('E14350','67'),
('S70497','44'),
('S70539','44'),
('S70491','44'),
('S70542','44'),
('S70544','44'),
('S70496','44'),
('S70492','44'),
('S70540','44'),
('S70541','44'),
('S70537','44'),
('S70543','44'),
('S70534','44'),
('S70538','44'),
('S70535','44'),
('S70495','44'),
('S70440','44'),
('S70536','44'),
('S70494','44'),
('S70493','44'),
('S70490','44'),
('S70439','44'),
('S70498','44'),
('S70443','44'),
('S70441','44'),
('S70489','44'),
('E14370','83'),
('E14400','83'),
('W04580','24'),
('W70015','24'),
('W04620','24'),
('W70157','24'),
('W70016','24'),
('W04650','24'),
('W04670','24'),
('W04678','29'),
('W70102','29'),
('W04720','29'),
('W04840','29'),
('W04795','29'),
('W04820','29'),
('S12440','44'),
('S12460','44'),
('S12470','44'),
('S12500','44'),
('S12510','44'),
('S12520','44'),
('S12550','44'),
('S70509','44'),
('S70525','44'),
('S70506','44'),
('S70507','44'),
('S70524','44'),
('S70302','55'),
('E70325','78'),
('E70325','P78'),
('E70800','78'),
('E70800','P78'),
('E70327','78'),
('E70327','P78'),
('E70321','78'),
('E70321','P78'),
('E70323','78'),
('E70323','P78'),
('E70322','78'),
('E70322','P78'),
('E70320','78'),
('E70320','P78'),
('E70326','78'),
('E70326','P78'),
('E70324','78'),
('E70324','P78'),
('E14420','61A'),
('E70409','61A'),
('E14440','61A'),
('E14450','61A'),
('E14480','61A'),
('E14430','61A'),
('E14510','61A'),
('S70315','55'),
('S12760','Y45'),
('X04450','36'),
('X04460','36'),
('X70066','38'),
('X04480','36'),
('X04485','38'),
('X04500','36'),
('X04500','38'),
('X04520','36'),
('X04560','36'),
('X04560','38'),
('X04590','36'),
('X70064','38'),
('X70063','38'),
('X04600','38'),
('X04610','38'),
('X04690','36'),
('X04605','38'),
('X04615','38'),
('S70453','Y45'),
('N15280','6'),
('N15280','15'),
('N15285','7'),
('N15300','6'),
('N15300','7'),
('N15300','15'),
('N15310','6'),
('N15310','15'),
('N15315','6'),
('N15315','15'),
('N15330','6'),
('N15330','15'),
('N15340','6'),
('N15340','15'),
('E15080','89'),
('E15070','89'),
('E15030','89'),
('E15050','89'),
('E15060','89'),
('E70111','89'),
('N15410','17'),
('N15410','18'),
('N15420','17'),
('N15420','18'),
('E15110','71'),
('E15110','P71'),
('E15120','71'),
('E15120','P71'),
('E70308','71'),
('E70308','P71'),
('S13075','59'),
('S13270','59'),
('S13380','52L'),
('S70134','52L'),
('S13400','52L'),
('E15200','77'),
('E15210','77'),
('N15515','17'),
('N15440','17'),
('N15500','17'),
('N15450','17'),
('N15521','17'),
('N15528','17'),
('N15522','17'),
('N15523','17'),
('N15480','17'),
('N15510','17'),
('S13440','54'),
('S13450','54'),
('S13480','54'),
('S13500','54'),
('W14400','20'),
('W70151','20'),
('W70150','20'),
('W70152','20'),
('W70153','20'),
('W14240','20'),
('W70149','20'),
('W14280','20'),
('W14320','20'),
('W14370','20'),
('W14500','20'),
('W70145','20'),
('N71236','P10'),
('N71243','P10'),
('N71242','P10'),
('N15640','P10'),
('N15650','P10'),
('N71247','P10'),
('N71235','P10'),
('N15630','P10'),
('N15660','2'),
('N15660','12'),
('N15670','2'),
('N15670','12'),
('N15685','2'),
('N15685','12'),
('N15680','2'),
('N15680','12'),
('E15440','59'),
('E15460','59'),
('E15470','59'),
('E15480','59'),
('E15490','59'),
('E15500','59'),
('E15510','59'),
('E15520','59'),
('N13955','13'),
('N14295','13'),
('N13805','13'),
('N15696','12'),
('N15698','12'),
('W05670','24'),
('W05630','24'),
('E15585','93'),
('E70837','58'),
('E70837','93'),
('W70014','26'),
('W70014','27'),
('W07585','26'),
('W07585','27'),
('W25655','26'),
('W25655','27'),
('W05915','26'),
('W05915','27'),
('E70838','93'),
('E15640','77'),
('E15650','54'),
('E15650','71A'),
('E15650','71C'),
('E15650','93'),
('E15660','54'),
('E15660','71A'),
('E15660','71C'),
('E15660','93'),
('E15670','77'),
('E15670','93'),
('E15680','54'),
('E15680','71A'),
('E15680','71C'),
('E15680','93'),
('E70804','54'),
('E70804','71A'),
('E70804','71C'),
('E70804','93'),
('E15720','54'),
('E15730','54'),
('E15730','71A'),
('E15730','71C'),
('E15730','93'),
('E15750','54'),
('E15760','54'),
('E70411','93'),
('E15665','77'),
('E15665','93'),
('S13680','59'),
('S13690','59'),
('S13700','59'),
('S13720','59'),
('S13740','59'),
('S13750','59'),
('S13760','59'),
('S13770','59'),
('S13780','59'),
('S13790','59'),
('S13800','59'),
('S13810','59'),
('S13670','59'),
('S13710','59'),
('E15780','81'),
('E15790','81'),
('E15800','81'),
('E15840','81'),
('E15860','81'),
('E15880','81'),
('E15890','81'),
('S20000','60'),
('W70106','29'),
('W23089','29'),
('W70108','29'),
('W70122','29'),
('W05921','29'),
('N24095','2'),
('N24095','P13'),
('N24130','2'),
('N24130','P13'),
('N15900','12'),
('N15910','12'),
('N15880','12'),
('N15925','12'),
('N15935','12'),
('S13871','Y47'),
('S13873','Y47'),
('S13872','Y47'),
('S13874','Y47'),
('S13990','Y45'),
('S13934','Y45'),
('S11285','Y45'),
('S09560','Y45'),
('S13980','Y45'),
('S13965','Y45'),
('S70505','44'),
('S70437','44'),
('S70504','44'),
('S70503','44'),
('S70438','44'),
('S70527','44'),
('S70529','44'),
('S70528','44'),
('S70409','52L'),
('S70415','52L'),
